169	Will Twitter flag any tweet by the New York Times as misinformation before 2025?	https://www.metaculus.com/questions/7738/twitter-says-nyt-tweet-misinforms-by-2025/	2	1	4
170	Will commercial farming of cows, pigs and chickens for meat be prohibited in the US by 2041?	https://www.metaculus.com/questions/7547/livestock-farming-ban-by-2041/	4	4	4
171	How many countries will increase the number of nuclear weapons they possess by at least 10% by 2024?	https://www.metaculus.com/questions/7463/-countries-increase-nuclear-arsenal-by-10/	5	3	4
172	How many people will be employed in the US healthcare/social assistance industry in 2021 (in thousands)?	https://www.metaculus.com/questions/6063/number-employed-in-us-healthcare-in-2021/	4	2	3
173	Will the United States House of Representatives expel, censure, and/or reprimand a House Member before September 3, 2022?	https://www.metaculus.com/questions/6659/us-house-punishes-member-by-2022-09-03/	3	1	4
174	What will the earliest preservation date of any resuscitated cryonics patient be?	https://www.metaculus.com/questions/3382/what-will-the-earliest-preservation-date-of-any-resuscitated-cryonics-patient-be/	3	4	4
175	What percentage of seats will the PAP win in the next Singaporean general election?	https://www.metaculus.com/questions/7596/seats-won-by-the-pap-in-the-next-election/	3	0	4
176	When will the first exaflop performer appear?	https://www.metaculus.com/questions/415/when-will-the-first-exaflop-performer-appear/	2	1	4
177	What will Gross World Product be in 2047, in trillions of US$?	https://www.metaculus.com/questions/4694/what-will-gross-world-product-be-in-2047-in-trillions-of-us/	5	2	4
178	Bitcoin Extremes: Will the value of 1 bitcoin fall to $1,000 or less before 2025?	https://www.metaculus.com/questions/3821/bitcoin-extremes-will-the-value-of-1-bitcoin-fall-to-1000-or-less-before-2025/	2	4	3
179	What will the mean of the year-over-year growth rate of the sum of teraflops of the all 500 supercomputers in the TOP500 be, in the three year period ending in November 2023?	https://www.metaculus.com/questions/3357/what-will-the-mean-of-the-year-over-year-growth-rate-of-the-sum-of-teraflops-of-the-all-500-supercomputers-in-the-top500-be-in-the-three-year-period-ending-in-november-2023/	1	0	4
180	Will the Conservative Party form the first government after the next UK general election?	https://www.metaculus.com/questions/3439/will-the-conservative-party-form-the-first-government-after-the-next-uk-general-election/	3	1	4
181	What will the Federal Reserves' Industrial Production Index be for November 2021, for semiconductors, printed circuit boards and related products?	https://www.metaculus.com/questions/6249/november-2021-production-of-semiconductors/	2	1	4
182	Will another 9/11 on U.S. soil be prevented at least through 2030?	https://www.metaculus.com/questions/916/will-another-911-on-us-soil-be-prevented-at-least-through-2030/	5	2	4
183	Will the number of deaths from antibiotic-resistant infections per year double by the end of 2025?	https://www.metaculus.com/questions/2937/will-the-number-of-deaths-from-antibiotic-resistant-infections-per-year-double-by-the-end-of-2025/	4	4	4
184	When will the 10-year average Gross World Product growth rate exceed 6%?	https://www.metaculus.com/questions/6002/gwp-growth-to-exceed-6/	5	2	4
185	When will the first human mission to Venus take place?	https://www.metaculus.com/questions/6703/date-of-first-human-visit-to-venus/	1	0	4
186	When will The Simpsons air its final episode?	https://www.metaculus.com/questions/807/when-will-the-simpsons-air-its-final-episode/	1	0	4
187	Will there be at least 200 companies developing technologies to defeat aging by 2025?	https://www.metaculus.com/questions/3460/will-there-be-at-least-200-companies-developing-technologies-to-defeat-aging-by-2025/	3	2	4
188	Will Substack cancel anyone before 2023?	https://www.metaculus.com/questions/6424/substack-to-join-cancel-culture/	1	4	4
189	If you fall and can't get up, when will there be a friendly computer looking on to notice your predicament?	https://www.metaculus.com/questions/548/if-you-fall-and-cant-get-up-when-will-there-be-a-friendly-computer-to-hear-you/	2	2	4
190	How many federal judges will the US Senate confirm in 2021?	https://www.metaculus.com/questions/6114/will-the-senate-confirm-many-judges-in-2021/	3	0	4
191	When will OpenAI unveil their secret AI project?	https://www.metaculus.com/questions/4043/when-will-openai-unveil-their-secret-ai-project/	3	3	4
192	What fraction of hospitalised COVID-19 patients will still experience symptoms after 12 months?	https://www.metaculus.com/questions/6589/long-covid-post-hospitalisation/	5	3	4
193	Will Italy leave the Eurozone before 2023?	https://www.metaculus.com/questions/4121/will-italy-leave-the-eurozone-before-2023/	4	1	4
194	Will Emmanuel Macron be re-elected President of France in 2022?	https://www.metaculus.com/questions/2511/will-emmanuel-macron-be-re-elected-president-of-france-in-2022/	3	1	3
195	When will Virgin Galactic's first paid flight occur?	https://www.metaculus.com/questions/469/when-will-virgin-galactics-first-paid-flight-occur/	1	0	4
196	Will the UK housing market crash before July 2023?	https://www.metaculus.com/questions/2807/will-the-uk-housing-market-crash-before-july-2023/	3	3	3
197	When will the Twin Prime Conjecture be resolved?	https://www.metaculus.com/questions/7501/date-twin-prime-conjecture-is-resolved/	0.5	0	4
198	Will the number of people in extreme poverty in 2020 be lower than the number in 2015?	https://www.metaculus.com/questions/3484/will-the-number-of-people-in-extreme-poverty-in-2020-be-lower-than-the-number-in-2015/	5	2	4
199	What will be the U.S. average weekly hours of all employees (total non-farm private) in October 2025?	https://www.metaculus.com/questions/3245/what-will-be-the-us-average-weekly-hours-of-all-employees-total-non-farm-private-in-october-2025/	4	1	4
200	Will restaurant reservations and consumer spending outside the home go back to normal in the US in 2021?	https://www.metaculus.com/questions/6790/return-to-baseline-us-consumer-spending-2021/	4	2	4
